age,income,credit_score,loan_amount,employment_type,marital_status,education,default
19,86458,422,455651,Salaried,Married,PhD,1
66,137603,712,285371,Salaried,Single,Master,0
45,47526,438,488512,Unemployed,Single,PhD,1
49,93493,528,100259,Salaried,Divorced,Master,0
44,148585,573,129451,Salaried,Single,Bachelor,0
37,72198,738,445691,Unemployed,Married,PhD,1
41,134100,417,22215,Unemployed,Divorced,High School,1
29,143854,782,135577,Salaried,Single,Bachelor,0
67,119534,694,263392,Self-Employed,Divorced,Master,0
52,63395,759,76074,Salaried,Divorced,Bachelor,0
50,44031,377,419915,Salaried,Divorced,Bachelor,1
50,95542,711,113621,Salaried,Single,Master,0
68,145814,374,410670,Salaried,Married,High School,1
60,57701,594,184289,Salaried,Divorced,PhD,0
54,132599,320,111759,Salaried,Single,Bachelor,0
29,45939,470,133471,Unemployed,Married,PhD,1
20,69145,314,288855,Self-Employed,Married,Bachelor,1
18,40324,510,413275,Self-Employed,Single,Master,1
50,42867,385,53398,Self-Employed,Divorced,Bachelor,1
57,20203,448,268430,Salaried,Married,Master,1
27,36544,671,170369,Unemployed,Single,High School,1
60,35899,779,113304,Self-Employed,Single,Bachelor,0
61,49063,450,109959,Salaried,Single,High School,1
46,110880,440,498397,Salaried,Single,Bachelor,0
30,23748,368,244317,Self-Employed,Married,PhD,1
29,125022,559,162557,Self-Employed,Single,High School,1
48,137269,820,327111,Self-Employed,Married,Master,0
63,86629,670,364947,Salaried,Divorced,Master,0
19,100764,718,134745,Salaried,Married,Bachelor,0
68,40884,400,59583,Salaried,Single,Bachelor,1
67,45183,542,129077,Self-Employed,Divorced,Bachelor,1
52,101570,811,449846,Salaried,Single,Bachelor,0
40,91246,394,116359,Salaried,Divorced,High School,0
34,128036,525,32086,Salaried,Married,Bachelor,0
43,39259,817,152556,Self-Employed,Married,Bachelor,0
25,55959,513,204695,Salaried,Married,Master,0
46,136525,366,109132,Salaried,Married,Master,0
43,53457,695,64263,Self-Employed,Divorced,Master,0
27,105679,311,154747,Unemployed,Divorced,Bachelor,1
43,145829,536,387299,Salaried,Married,Bachelor,0
51,148216,698,65664,Salaried,Married,Bachelor,0
68,22103,706,422896,Unemployed,Divorced,Bachelor,1
58,85901,779,415293,Salaried,Married,Bachelor,0
24,132314,521,387618,Self-Employed,Divorced,PhD,1
21,64535,455,436390,Self-Employed,Married,Bachelor,1
67,36103,727,344112,Salaried,Married,Bachelor,1
62,118046,457,401707,Self-Employed,Single,Master,1
28,110012,715,182198,Self-Employed,Single,Master,0
46,98278,625,247730,Salaried,Married,Bachelor,0
53,32391,670,401608,Salaried,Married,Bachelor,0
42,122476,643,460473,Unemployed,Married,Master,1
38,48901,561,72804,Salaried,Married,High School,0
53,140721,582,305544,Self-Employed,Married,Master,0
27,117537,528,434767,Self-Employed,Divorced,Master,1
54,101159,579,295232,Salaried,Single,PhD,0
26,87914,589,216087,Self-Employed,Married,High School,0
41,70357,346,423681,Unemployed,Single,Bachelor,1
52,106908,513,446371,Salaried,Married,Bachelor,0
66,130335,323,92893,Salaried,Single,Bachelor,1
52,58437,620,273113,Unemployed,Married,Master,1
65,55503,573,13981,Salaried,Married,PhD,0
53,116282,612,419248,Salaried,Single,Bachelor,1
35,113459,662,321235,Unemployed,Married,Bachelor,1
66,95403,679,112154,Self-Employed,Divorced,Bachelor,0
56,61258,769,291552,Unemployed,Single,High School,1
49,53724,415,160313,Salaried,Married,Bachelor,0
41,84286,341,315084,Salaried,Married,Bachelor,0
40,94842,678,481154,Salaried,Married,Master,0
49,124927,505,187177,Self-Employed,Single,Bachelor,0
54,34908,765,489518,Self-Employed,Single,Bachelor,0
29,112617,579,197122,Salaried,Married,Bachelor,0
66,70626,417,8657,Salaried,Single,Bachelor,1
30,57228,536,288374,Self-Employed,Single,High School,1
40,43386,608,416896,Salaried,Married,Master,0
42,66754,755,218766,Salaried,Married,PhD,0
52,130942,774,89731,Unemployed,Married,High School,0
58,48302,399,178412,Salaried,Married,Master,1
47,80815,560,172022,Self-Employed,Married,Bachelor,1
34,141084,604,476731,Self-Employed,Married,Bachelor,0
66,104748,653,143939,Salaried,Single,Master,1
37,83344,585,478907,Salaried,Married,Bachelor,1
65,55618,627,214614,Salaried,Married,High School,1
42,131603,402,9329,Self-Employed,Married,Bachelor,1
39,96234,362,486303,Salaried,Married,High School,1
30,81114,581,303009,Self-Employed,Married,High School,0
36,137652,740,203012,Unemployed,Single,Bachelor,0
66,90130,592,42869,Unemployed,Single,Bachelor,1
53,45525,306,202977,Salaried,Married,Master,1
29,99818,391,387329,Self-Employed,Married,Bachelor,1
58,134589,489,88984,Unemployed,Single,High School,1
36,34334,775,392316,Salaried,Divorced,Bachelor,0
29,114715,810,106069,Salaried,Married,Master,0
26,82767,761,253577,Salaried,Married,Bachelor,0
24,26644,352,356855,Salaried,Married,Master,1
45,121154,785,333396,Self-Employed,Single,Bachelor,0
31,133237,789,346530,Salaried,Married,PhD,0
48,52933,663,123728,Self-Employed,Married,Bachelor,0
69,146366,411,399927,Self-Employed,Single,High School,1
36,63469,708,30801,Self-Employed,Divorced,Bachelor,0
64,53687,306,223359,Self-Employed,Married,Bachelor,1
33,126609,496,240637,Salaried,Single,Master,0
22,72656,666,95709,Self-Employed,Married,Bachelor,0
52,37375,549,320414,Salaried,Single,High School,1
29,134019,539,469838,Salaried,Divorced,Master,1
42,140735,679,322679,Salaried,Married,PhD,0
69,85206,770,260560,Unemployed,Married,PhD,0
38,116462,754,248738,Unemployed,Married,Bachelor,0
53,56607,665,212831,Salaried,Married,High School,1
40,103178,589,21220,Salaried,Married,High School,0
33,43993,702,280536,Self-Employed,Married,Master,1
56,64386,357,483803,Salaried,Married,Master,1
62,143394,820,400462,Salaried,Married,PhD,0
59,66287,603,287154,Self-Employed,Married,Bachelor,1
56,106724,414,131951,Salaried,Single,Master,1
31,118132,509,335502,Salaried,Single,Master,0
48,113308,340,488419,Salaried,Married,Bachelor,1
22,116393,472,153306,Salaried,Married,Master,0
52,147314,533,363334,Salaried,Divorced,High School,0
40,96312,702,120795,Salaried,Single,Master,0
46,118371,338,447667,Salaried,Married,PhD,0
60,95324,418,389934,Salaried,Single,High School,1
28,91196,634,130223,Self-Employed,Divorced,Master,1
35,90014,635,80205,Unemployed,Divorced,Bachelor,0
64,28210,838,420000,Salaried,Single,Master,1
29,30922,373,427888,Self-Employed,Married,Master,1
26,56289,490,6082,Salaried,Married,PhD,0
27,149097,623,409364,Salaried,Single,Master,0
61,53340,446,163566,Salaried,Married,Bachelor,1
34,59850,583,342237,Salaried,Married,High School,1
55,76984,512,319096,Self-Employed,Single,Master,1
24,123699,693,41719,Salaried,Married,Bachelor,0
63,133711,638,53737,Salaried,Single,Master,0
30,104178,321,457669,Self-Employed,Married,High School,1
57,31094,404,112271,Salaried,Divorced,Master,1
59,107959,765,175608,Salaried,Married,Bachelor,0
26,53418,758,186676,Salaried,Single,PhD,0
67,25741,731,449049,Salaried,Single,Master,1
44,131585,520,412255,Salaried,Married,High School,0
19,92374,678,72839,Salaried,Married,Bachelor,0
22,137275,521,315075,Salaried,Married,PhD,1
46,142564,557,307069,Salaried,Single,Master,0
54,88798,666,187075,Self-Employed,Married,Bachelor,0
55,136026,648,482033,Self-Employed,Divorced,PhD,0
36,90532,524,447113,Unemployed,Divorced,Bachelor,1
25,130130,535,92745,Unemployed,Married,Bachelor,1
65,42164,482,131298,Unemployed,Married,Master,1
62,55595,743,98709,Self-Employed,Single,Bachelor,0
18,50257,305,309431,Self-Employed,Married,Bachelor,1
39,34211,535,226798,Salaried,Single,Master,1
69,115989,426,431228,Self-Employed,Married,Master,1
34,25232,403,112252,Salaried,Married,High School,1
24,87753,779,177855,Self-Employed,Divorced,Master,0
42,72691,454,376467,Salaried,Married,Bachelor,1
62,109765,556,483943,Self-Employed,Married,Bachelor,1
21,99768,534,466531,Salaried,Divorced,Master,1
53,45613,799,219838,Salaried,Single,High School,0
23,34026,588,444707,Salaried,Divorced,Master,1
48,73535,809,225013,Salaried,Married,Master,0
36,114090,597,456800,Salaried,Divorced,Master,1
61,50908,436,279947,Salaried,Single,Bachelor,1
56,72113,675,185697,Salaried,Single,Bachelor,0
44,39610,386,123819,Salaried,Married,Bachelor,1
27,66646,718,360505,Self-Employed,Divorced,Master,1
43,125141,498,18698,Salaried,Single,Bachelor,0
36,83185,762,432776,Salaried,Single,Bachelor,0
56,92567,736,20376,Unemployed,Single,Master,0
20,67574,609,481870,Salaried,Divorced,Master,1
62,143978,580,280261,Salaried,Married,High School,0
30,145204,622,241591,Salaried,Married,PhD,0
67,111051,451,454597,Self-Employed,Single,High School,1
45,122020,601,436172,Salaried,Married,Bachelor,1
37,56182,577,53786,Salaried,Single,Bachelor,0
45,136136,307,118005,Self-Employed,Married,High School,1
25,20570,534,223850,Salaried,Married,PhD,1
58,117790,601,333624,Self-Employed,Married,Bachelor,0
56,39288,337,167767,Salaried,Divorced,High School,0
18,98824,435,399727,Salaried,Married,Master,1
20,49877,720,320377,Self-Employed,Married,Master,1
30,104425,518,378166,Salaried,Married,PhD,0
45,20917,647,420718,Self-Employed,Single,Bachelor,1
66,95602,845,448226,Unemployed,Divorced,Bachelor,1
42,115040,378,488557,Salaried,Single,High School,0
50,84575,572,97529,Unemployed,Divorced,Master,1
55,92518,460,472121,Salaried,Single,Master,1
23,142115,607,246496,Self-Employed,Single,PhD,0
61,59104,673,444705,Salaried,Married,Master,1
62,38062,308,105919,Salaried,Divorced,PhD,0
49,36999,743,350677,Salaried,Divorced,PhD,0
62,81845,412,479381,Salaried,Single,Bachelor,1
64,29941,504,430165,Salaried,Single,High School,1
38,81169,704,466592,Unemployed,Married,High School,1
33,43470,496,477803,Self-Employed,Married,Bachelor,1
38,149744,414,491275,Salaried,Married,Bachelor,0
28,130684,420,203382,Salaried,Married,High School,0
54,79821,364,214870,Self-Employed,Married,Bachelor,1
53,106669,575,74407,Salaried,Married,Bachelor,0
52,138193,538,78809,Salaried,Married,High School,0
36,64435,601,284373,Salaried,Divorced,Bachelor,0
37,24529,691,425601,Salaried,Single,High School,0
35,103055,821,47176,Salaried,Single,Bachelor,0
64,32192,668,99825,Self-Employed,Married,High School,1
58,94102,532,401476,Self-Employed,Single,Master,1
66,92762,494,102555,Salaried,Single,High School,0
31,123466,311,8145,Unemployed,Divorced,Master,1
32,134894,476,102289,Salaried,Married,Bachelor,0
48,106795,516,143874,Salaried,Married,Bachelor,0
18,54087,310,269407,Salaried,Married,Bachelor,1
20,86677,745,425129,Salaried,Married,Bachelor,0
33,24627,463,62788,Salaried,Divorced,High School,0
40,76541,352,144227,Salaried,Single,Master,0
28,132805,517,136994,Salaried,Married,PhD,0
29,88226,659,208303,Salaried,Married,PhD,0
27,125627,684,156744,Self-Employed,Married,Master,0
49,23255,355,174598,Self-Employed,Married,Bachelor,1
33,77433,417,312488,Salaried,Divorced,Bachelor,1
25,25213,552,389963,Self-Employed,Married,Master,1
55,122412,479,417230,Unemployed,Married,Master,1
29,39404,714,78352,Self-Employed,Married,Bachelor,0
41,136545,534,489495,Salaried,Divorced,PhD,0
45,45380,379,307468,Salaried,Married,Bachelor,1
25,111056,321,361219,Self-Employed,Married,Bachelor,1
45,39173,776,231710,Salaried,Married,PhD,0
53,148833,739,174770,Salaried,Single,PhD,0
43,73027,392,344313,Salaried,Single,Master,1
25,43989,491,290528,Self-Employed,Divorced,Bachelor,1
67,128106,402,8512,Self-Employed,Married,Bachelor,1
45,44519,695,404282,Salaried,Single,High School,1
45,145803,306,167572,Salaried,Divorced,Master,1
54,42439,530,128775,Unemployed,Married,Bachelor,1
58,138570,539,83743,Salaried,Married,Bachelor,0
53,96949,389,352786,Salaried,Single,Bachelor,1
44,34995,531,396731,Salaried,Divorced,Bachelor,1
34,43559,756,84858,Self-Employed,Married,Bachelor,0
26,148028,532,59800,Self-Employed,Married,PhD,0
50,130887,653,461356,Unemployed,Single,High School,1
37,109049,632,105364,Salaried,Married,Master,0
30,25021,738,483170,Salaried,Single,Bachelor,0
45,118000,674,269531,Salaried,Divorced,Master,0
65,41119,591,192232,Self-Employed,Single,PhD,1
46,71539,644,457457,Salaried,Married,Bachelor,1
30,114835,727,209639,Salaried,Single,High School,0
63,59350,429,137871,Self-Employed,Single,Bachelor,1
52,66223,440,124095,Salaried,Married,Bachelor,0
23,45517,714,40548,Salaried,Married,Master,0
35,98653,392,432111,Self-Employed,Married,High School,1
68,42250,583,95450,Salaried,Divorced,High School,0
22,104486,522,110669,Salaried,Divorced,Master,0
64,102895,762,347315,Salaried,Single,Bachelor,0
42,109132,844,438595,Salaried,Divorced,Bachelor,0
19,111066,575,312558,Salaried,Married,Bachelor,0
27,86798,439,78071,Self-Employed,Divorced,Master,1
47,74199,656,117808,Salaried,Single,High School,0
67,143823,322,466560,Unemployed,Divorced,Bachelor,1
62,79546,569,83591,Salaried,Single,Master,1
22,148180,632,229213,Salaried,Married,Bachelor,0
50,125686,384,490417,Salaried,Single,Master,1
18,108151,330,496519,Self-Employed,Single,Master,1
35,23327,539,271441,Salaried,Married,Master,1
49,140318,662,114513,Self-Employed,Divorced,Master,0
64,49768,688,395812,Self-Employed,Married,Master,1
66,84418,598,353623,Unemployed,Single,Master,1
28,114386,670,103752,Self-Employed,Single,Master,0
38,136947,398,141080,Salaried,Married,Bachelor,0
43,62788,346,222885,Self-Employed,Divorced,High School,1
42,135945,721,382625,Unemployed,Single,Bachelor,0
39,102384,779,152892,Unemployed,Married,Bachelor,0
44,66830,361,469764,Salaried,Single,Bachelor,1
66,72446,408,158325,Self-Employed,Married,Bachelor,1
30,125078,848,427418,Salaried,Single,PhD,0
50,35160,418,427452,Salaried,Single,PhD,1
51,76583,681,72156,Self-Employed,Single,Master,0
58,53998,691,247960,Unemployed,Single,PhD,1
52,47230,351,65263,Salaried,Single,PhD,0
18,29076,588,386140,Self-Employed,Married,Master,1
38,89341,636,104252,Salaried,Single,High School,0
65,51085,503,123632,Salaried,Single,Bachelor,0
23,75571,537,341999,Salaried,Single,Bachelor,1
45,34715,681,21575,Salaried,Divorced,High School,0
34,148308,435,279348,Self-Employed,Married,Master,1
22,25750,706,16952,Salaried,Married,High School,0
48,133931,807,88323,Salaried,Married,Bachelor,0
22,98768,661,187214,Salaried,Single,High School,0
55,138544,680,169944,Salaried,Single,Bachelor,0
20,55903,553,165448,Unemployed,Married,Bachelor,1
40,92489,776,202156,Salaried,Married,Master,0
54,52093,413,147712,Salaried,Divorced,Bachelor,0
54,111036,319,293581,Self-Employed,Divorced,Bachelor,0
27,107954,827,132129,Salaried,Married,Master,0
27,139277,444,354825,Self-Employed,Married,Master,0
36,54314,507,259522,Salaried,Single,Bachelor,1
34,68225,830,12903,Salaried,Single,High School,0
38,107985,675,219776,Unemployed,Divorced,High School,1
31,103014,803,31863,Self-Employed,Single,Master,0
26,55179,465,310525,Salaried,Divorced,Bachelor,1
63,137305,849,295692,Self-Employed,Married,High School,0
18,132417,480,448172,Unemployed,Married,High School,1
68,45338,743,472742,Salaried,Single,Master,0
62,112435,631,16467,Salaried,Married,Bachelor,0
30,89681,802,325098,Salaried,Married,Bachelor,0
21,52101,378,291045,Salaried,Married,Master,1
18,22775,695,454199,Salaried,Single,High School,1
66,131497,402,290445,Self-Employed,Single,Bachelor,1
57,117183,701,391830,Salaried,Married,Bachelor,0
49,65619,523,238614,Self-Employed,Married,Bachelor,1
51,65838,817,352324,Salaried,Married,Master,0
45,141316,535,74903,Salaried,Married,Bachelor,0
48,39539,726,371099,Self-Employed,Married,Master,1
25,122274,415,414420,Salaried,Married,Bachelor,1
56,77124,462,24755,Salaried,Single,Bachelor,0
43,85149,525,326961,Salaried,Married,Bachelor,1
51,46616,529,269237,Self-Employed,Single,Master,1
20,99655,481,261094,Salaried,Single,Bachelor,1
67,110695,548,467753,Salaried,Single,Bachelor,1
29,74567,617,363463,Unemployed,Married,Master,1
18,57099,509,290084,Unemployed,Single,PhD,1
61,95831,691,471562,Salaried,Single,High School,0
22,120246,395,180112,Salaried,Married,High School,1
47,81799,385,435538,Self-Employed,Single,High School,1
47,140714,714,133714,Self-Employed,Married,Master,0
34,110221,693,96544,Salaried,Married,High School,0
65,134879,800,89437,Salaried,Divorced,Bachelor,0
64,45479,432,360113,Self-Employed,Single,Bachelor,1
40,66172,613,112001,Unemployed,Single,Bachelor,1
32,119165,520,92725,Self-Employed,Married,High School,0
54,75863,737,382928,Salaried,Married,Bachelor,0
38,62043,345,115675,Salaried,Single,High School,0
31,102569,491,99266,Self-Employed,Married,High School,0
19,122438,819,276380,Salaried,Married,Bachelor,0
28,130107,678,339741,Salaried,Single,Master,0
68,35408,633,220196,Salaried,Married,High School,1
56,142275,338,139974,Salaried,Single,Bachelor,0
55,77980,592,104656,Salaried,Divorced,Bachelor,0
51,102956,461,301508,Self-Employed,Married,Master,0
55,36351,630,112071,Self-Employed,Single,Master,1
67,24131,403,497199,Unemployed,Married,Master,1
51,136836,460,361554,Self-Employed,Divorced,Bachelor,1
35,64825,353,156168,Salaried,Married,Bachelor,0
47,31349,333,148092,Salaried,Married,Master,1
32,80931,541,63473,Salaried,Married,High School,0
44,64254,412,246472,Salaried,Married,Master,0
68,58225,617,311297,Unemployed,Single,Master,1
51,124383,322,177349,Salaried,Single,Bachelor,1
69,32453,417,485437,Salaried,Married,Bachelor,1
55,38814,511,305646,Salaried,Married,Master,1
50,38263,717,20675,Salaried,Single,High School,0
41,97694,412,422581,Self-Employed,Married,Bachelor,1
32,35735,343,486028,Salaried,Married,Bachelor,1
47,35830,427,123384,Salaried,Married,High School,0
59,67893,457,83229,Salaried,Single,High School,0
68,64673,693,94049,Unemployed,Married,Bachelor,1
34,147006,811,188220,Salaried,Married,High School,0
22,109462,344,356301,Salaried,Married,Master,1
46,65066,407,225319,Salaried,Single,Bachelor,1
21,120315,518,110711,Salaried,Married,High School,1
27,23373,742,115090,Salaried,Divorced,Bachelor,0
34,30335,614,360465,Self-Employed,Married,High School,1
27,43741,476,466294,Self-Employed,Single,Bachelor,1
34,30692,527,480814,Self-Employed,Married,Bachelor,1
37,67295,566,206974,Salaried,Single,Master,0
41,65541,678,293609,Salaried,Single,Bachelor,0
22,54057,788,299430,Salaried,Single,Bachelor,1
51,86983,589,59795,Salaried,Single,Master,0
23,39583,656,438394,Salaried,Married,Bachelor,1
